都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,設置主体,定員,分類,開所時間,閉所時間,保育標準開始時間,保育標準終了時間,保育短時間開始時間,保育短時間終了時間,一時預かり事業の種類,基本的な利用できる曜日,基本的な利用できる時間（開始時間）,基本的な利用できる時間（終了時間）,基本的な利用できる歳児,予約を開始する概ねの時期,利用料、免除基準,備考（一時預かり）,募集人数・申込人数の該当月,募集人数（0歳）,募集人数（1歳）,募集人数（2歳）,募集人数（3歳）,募集人数（4歳）,募集人数（5歳）,申込人数（0歳）,申込人数（1歳）,申込人数（2歳）,申込人数（3歳）,申込人数（4歳）,申込人数（5歳）,申込数集計日,備考
221309,21133,静岡県,浜松市,浜松東こども園,ハママツヒガシコドモエン,4350042,中央区,浜松市中央区篠ケ瀬町580-3,,34.727630,137.777965,(053)421-5590,（福）全人会,150,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:30,"0歳児（6か月から）,1歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,3,2,0,0,0,2025-12-19,
221309,21134,静岡県,浜松市,ながかみこども園,ナガカミコドモエン,4350057,中央区,浜松市中央区中田町776,,34.736621,137.760277,(053)411-4811,（福）七恵会,120,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:00,16:00,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,2,0,0,0,1,0,12,3,2,1,0,0,2025-12-19,
221309,21161,静岡県,浜松市,天王こども園,テンノウコドモエン,4350052,中央区,浜松市中央区天王町943,,34.734023,137.776428,(053)421-6979,（学）相生学園,110,幼保連携型認定こども園,7:30,18:30,7:30,18:30,8:30,16:30,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,5,4,4,1,0,2,2025-12-19,
221309,21135,静岡県,浜松市,和光こども園,ワコウコドモエン,4311101,中央区,浜松市中央区和光町517,,34.786625,137.681461,(053)486-0434,（福）和光会,160,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:00,17:30,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,4,0,0,0,0,0,1,0,1,0,1,0,2025-12-19,
221309,21136,静岡県,浜松市,入野こども園,イリノコドモエン,4328061,中央区,浜松市中央区入野町10827-1,,34.695438,137.673843,(053)448-1026,（福）白百合明光会,120,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,24,4,2,0,1,1,2025-12-19,
221309,21137,静岡県,浜松市,さざんかこども園,サザンカコドモエン,4310201,中央区,浜松市中央区篠原町25654,,34.676285,137.658658,(053)449-6116,（福）はなぞの会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,6,0,0,0,0,0,2025-12-19,
221309,21138,静岡県,浜松市,春日こども園,カスガコドモエン,4310203,中央区,浜松市中央区馬郡町2560,,34.683469,137.627861,(053)592-1600,（学）春日学園,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,1,0,0,7,3,0,0,0,0,2025-12-19,
221309,21139,静岡県,浜松市,瞳ヶ丘こども園,ヒトミガオカコドモエン,4311112,中央区,浜松市中央区大人見町12-654,,34.733828,137.647761,(053)485-5003,（福）慈愛会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,4,1,0,1,0,0,2025-12-19,
221309,21140,静岡県,浜松市,順愛こども園,ジュンアイコドモエン,4310211,中央区,浜松市中央区舞阪町舞阪5372,,34.685498,137.622775,(053)592-7733,（福）順愛会,100,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:00,17:00,"0歳児（10か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,2,0,0,0,1,0,2025-12-19,
221309,21141,静岡県,浜松市,雄踏ちゅうりっぷこども園,ユウトウチュウリップコドモエン,4310102,中央区,浜松市中央区雄踏町宇布見7430-8,,34.705006,137.631173,(053)596-9900,（福）はなぞの会,70,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（10か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,2,1,0,0,0,2025-12-19,
221309,21142,静岡県,浜松市,湖東白ゆりこども園,コトウシラユリコドモエン,4311103,中央区,浜松市中央区湖東町5826-1,,34.761228,137.685219,(053)486-5301,（福）庄栄会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,9:00,17:00,実施していない,,,,,,,,令和8年2月,0,0,0,0,0,0,9,1,2,2,0,0,2025-12-19,
221309,21143,静岡県,浜松市,花園幼稚園,ハナゾノヨウチエン,4310201,中央区,浜松市中央区篠原町9376,,34.687630,137.658457,(053)447-2336,（学）興福寺学園,70,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:00,16:00,実施していない,,,,,,,,令和8年2月,0,0,2,2,4,7,2,7,0,0,0,0,2025-12-19,
221309,21144,静岡県,浜松市,志都呂こども園,シトロホイクエン,4328069,中央区,浜松市中央区志都呂一丁目3-7,,34.699575,137.664447,(053)448-1910,（福）芽ばえの郷,100,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,17:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,11,4,3,0,0,0,2025-12-19,
221309,21145,静岡県,浜松市,マーガレットこども園,マーガレットホイクエン,4310202,中央区,浜松市中央区坪井町4571,,34.682287,137.650015,(053)482-7078,（福）はなぞの会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,金曜日",9:00,17:00,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,11,1,1,0,0,0,2025-12-19,
221309,21162,静岡県,浜松市,舘山寺こども園,カンザンジコドモエン,4311209,中央区,浜松市中央区舘山寺町2418-1,,34.760833,137.614468,(053)487-1611,（福）庄栄会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,9:00,17:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,17:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,2,1,2,0,0,0,2025-12-19,
221309,21146,静岡県,浜松市,ずだじこども園,ズダジコドモエン,4300814,中央区,浜松市中央区恩地町291,,34.686366,137.762748,(053)427-2332,（学）頭陀寺学園,100,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,22,4,7,9,3,1,2025-12-19,
221309,21147,静岡県,浜松市,太陽こども園,タイヨウコドモエン,4350028,中央区,浜松市中央区飯田町1507,,34.708218,137.781600,(053)426-1515,（福）若葉会,150,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,2,1,0,0,1,2025-12-19,
221309,21148,静岡県,浜松市,太陽第二こども園,タイヨウダイニコドモエン,4300846,中央区,浜松市中央区白羽町1231,,34.675379,137.735422,(053)441-0006,（福）若葉会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-19,
221309,21149,静岡県,浜松市,平和こども園,ヘイワコドモエン,4300853,中央区,浜松市中央区三島町1200,,34.687229,137.747771,(053)443-1500,（学）浜松平和学園,260,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,33,9,7,5,2,0,2025-12-19,
221309,21150,静岡県,浜松市,なかよしこども園,ナカヨシコドモエン,4300853,中央区,浜松市中央区三島町1230,,34.689361,137.747854,(053)441-1122,（福）明生会,120,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",7:00,18:30,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,14,4,4,1,1,0,2025-12-19,
221309,21151,静岡県,浜松市,ハローこども園,ハローコドモエン,4300825,中央区,浜松市中央区下江町522,,34.680677,137.773229,(053)425-5586,（福）愛光会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,水曜日,木曜日",9:00,16:00,"0歳児（産休明から）,1歳児,2歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,1,0,0,0,0,6,0,1,0,0,0,2025-12-19,
221309,21152,静岡県,浜松市,たかつか光こども園,タカツカヒカリコドモエン,4328065,中央区,浜松市中央区高塚町2312-16,,34.686308,137.683758,(053)449-8000,（福）白百合明光会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:15,16:15,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（7か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,16,3,0,1,0,0,2025-12-19,
221309,21153,静岡県,浜松市,はぁもにぃこども園,ハァモニィコドモエン,4350038,中央区,浜松市中央区三和町782,,34.700992,137.772786,(053)464-8770,（福）どれみ会,100,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,18,2,4,2,1,0,2025-12-19,
221309,21154,静岡県,浜松市,若林こどもの園,ワカバヤシコドモノソノ,4328051,中央区,浜松市中央区若林町2658-1,,34.693778,137.701631,(053)401-3786,（学）頭陀寺学園,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（10か月から）,1歳児,2歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,19,19,4,2,0,0,2025-12-19,
221309,21155,静岡県,浜松市,遊歩の丘みなみプレスクール,ユウホノオカミナミプレスクール,4328058,中央区,浜松市中央区新橋町917,,34.682450,137.706248,(053)447-0108,（学）一葉学園,120,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,19,10,5,2,0,0,2025-12-19,
221309,21156,静岡県,浜松市,聖隷クリストファー大学附属クリストファーこども園,セイレイクリストファーダイガクフゾククリストファーコドモエン,4338105,中央区,浜松市中央区三方原町2762,,34.787045,137.694658,(053)430-1700,（学）聖隷学園,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:20,18:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,16,5,5,1,3,0,2025-12-19,
221309,21157,静岡県,浜松市,聖隷こども園わかば,セイレイコドモエンワカバ,4338108,中央区,浜松市中央区根洗町645-1,,34.793969,137.695202,(053)437-0822,（福）聖隷福祉事業団,190,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,0,0,0,1,0,0,1,0,2025-12-19,
221309,21158,静岡県,浜松市,なごみこども園,ナゴミコドモエン,4338105,中央区,浜松市中央区三方原町1367-1,,34.783039,137.711229,(053)420-7530,（福）和光会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（11か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,4,3,0,0,0,2025-12-19,
221309,21159,静岡県,浜松市,こども園みらい,コドモエンミライ,4338101,中央区,浜松市中央区三幸町159-1,,34.796690,137.714726,(053)439-3060,（福）公友会,130,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね3週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,3,1,1,0,0,0,2025-12-19,
221309,21163,静岡県,浜松市,三方ときめきこども園,ミカタトキメキコドモエン,4338104,中央区,浜松市中央区東三方町185-2,,34.777622,137.733950,(053)436-7102,（福）初生会,160,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児",おおむね3週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,4,1,0,0,0,2025-12-19,
221309,21201,静岡県,浜松市,聖隷こども園桜ヶ丘,セイレイコドモエンサクラガオカ,4312102,浜名区,浜松市浜名区都田町8749-3,,34.811199,137.737081,(053)428-2494,（福）聖隷福祉事業団,170,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（3か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,2,0,0,0,0,2025-12-19,
221309,21202,静岡県,浜松市,みどりのもり都田,ミドリノモリミヤコダ,4312102,浜名区,浜松市浜名区都田町6497-1,,34.824332,137.715112,(053)428-3208,（福）都田会,190,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,1,0,0,0,1,2,1,0,0,0,2025-12-19,
221309,21203,静岡県,浜松市,認定こども園きじの里,ニンテイコドモエンキジノサト,4340046,浜名区,浜松市浜名区染地台五丁目4-3,,34.791496,137.750142,(053)585-3375,（福）峰栄会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,9,2,0,0,0,0,2025-12-19,
221309,21204,静岡県,浜松市,子育てセンターこまつ,コソダテセンターコマツ,4340042,浜名区,浜松市浜名区小松3221,,34.782697,137.770872,(053)584-0170,（福）天竜厚生会,120,幼保連携型認定こども園,7:00,20:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,12,4,7,2,0,1,2025-12-19,
221309,21205,静岡県,浜松市,子育てセンターきぶね,コソダテセンターキブネ,4340038,浜名区,浜松市浜名区貴布祢2668,,34.800212,137.782942,(053)584-0172,（福）天竜厚生会,150,幼保連携型認定こども園,7:00,19:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,10,7,5,0,0,0,2025-12-19,
221309,21206,静岡県,浜松市,子育てセンターしばもと,コソダテセンターシバモト,4340015,浜名区,浜松市浜名区於呂3087-2,,34.823381,137.799693,(053)580-0050,（福）天竜厚生会,120,幼保連携型認定こども園,7:00,19:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0～2歳児】4時間未満:1,200円、4時間以上:2,000円【3～5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,10,9,6,1,3,0,2025-12-19,
